uniqueID,A / B Otic,condition,rating,date,usefulCount
68593,Furosemide,Abnormal Uterine Bleeding,1,25-Apr-17,19
42147,Furosemide,GERD,1,15-Sep-16,25
7482,Furosemide,Panic Disorde,10,4-Sep-16,77
229270,Furosemide,Erectile Dysfunction,10,12-Jan-09,168
112582,Furosemide,Insomnia,8,11-Nov-13,33
58647,Furosemide,Bipolar Disorde,9,31-Oct-11,57
21657,Furosemide,High Cholesterol,1,18-Sep-13,48
61388,Furosemide,Hypoestrogenism,10,14-Oct-10,98
209912,Furosemide,Overactive Bladde,6,12-Apr-14,86
162321,Furosemide,Osteoarthritis,9,9-Dec-12,87
44185,Furosemide,Birth Control,10,21-Jul-11,20
47032,Fycompa,Hashimoto's disease,10,22-Mar-15,58
206639,Fycompa,Postmenopausal Symptoms,7,11-Aug-10,24
190782,Fycompa,Overactive Bladde,1,23-Jan-12,18
35076,Fycompa,Kidney Infections,6,30-May-17,4
228093,Fycompa,Birth Control,1,27-Jul-10,1
63315,Gabapentin,Acne,9,8-Feb-17,6
24347,Gabapentin,Lymphoma,1,9-Jun-17,1
127185,Gabapentin,Gastroparesis,6,4-Sep-15,1
35943,Gabapentin,Opiate Dependence,10,13-Jul-13,41
116628,Gabapentin,Dysuria,10,21-Oct-13,4
66475,Gabapentin,Cold Sores,10,5-Jun-11,7
6562,Gabapentin,Depression,10,3-Dec-16,86
203303,Gabapentin,Bursitis,3,3-Nov-16,1
232276,Gabapentin,Bacterial Infection,2,25-Jul-17,4
179933,Gabapentin,Acne,5,15-Sep-14,21
118286,Gabapentin,Opiate Dependence,10,25-Jul-16,96
196885,Gabapentin,Anxiety,9,14-Aug-12,69
99565,Gabapentin,Bowel Preparation,10,10-Jul-17,4
108004,Gabapentin,Birth Control,9,6-Jun-16,8
116505,Gabapentin,Rheumatoid Arthritis,3,1-Oct-10,42
20455,Gabapentin,Seizures,10,5-Mar-17,10
148398,Gabapentin,Birth Control,1,13-Nov-17,3
177952,Gabapentin,Depression,3,19-Dec-12,37
9411,Gabapentin,Birth Control,3,22-Sep-16,3
132186,Gabapentin,Anxiety,10,29-May-16,67
9576,Gabapentin,Birth Control,10,29-Jan-16,23
6847,Gabapentin,Pneumococcal Disease Prophylaxis,9,5-Jun-17,0
199847,Gabapentin,Smoking Cessation,10,4-Jan-17,18
95880,Gabapentin,Generalized Anxiety Disorde,6,25-May-14,22
55772,Gabapentin,Depression,8,9-Dec-13,119
21806,Gabapentin,Cough and Nasal Congestion,1,31-Jul-12,17
91031,Gabapentin,Pain,8,16-Jul-09,46
26251,Gabapentin,Birth Control,1,14-Apr-16,7
100155,Gabapentin,Birth Control,1,4-Apr-16,6
89756,Gabapentin,Depression,10,23-Jul-09,106
188891,Gabapentin,Breast Cance,1,19-Jun-13,113
157672,Gabapentin,Acne,10,24-Jan-16,46
208212,Gabapentin,Influenza,10,16-Feb-17,0
135943,Gabapentin,Interstitial Cystitis,10,20-Oct-09,44
102033,Gabapentin,Insomnia,9,23-Dec-10,62
23675,Gabapentin,Multiple Sclerosis,10,7-May-13,111
9336,Gabapentin,Birth Control,3,19-Jan-17,0
230197,Gabapentin,Osteoarthritis,8,7-Jan-17,42
116706,Gabapentin,Bipolar Disorde,9,24-Jan-17,19
60912,Gabapentin,Sinus Symptoms,10,13-Feb-16,2
160063,Gabapentin,"High Cholesterol, Familial Heterozygous",10,9-Aug-16,14
117097,Gabapentin,Bipolar Disorde,10,14-Nov-08,103
211385,Gabapentin,Overactive Bladde,10,5-Jun-16,34
176039,Gabapentin,Ulcerative Colitis,1,9-May-16,3
214128,Gabapentin,Vaginal Yeast Infection,5,4-May-16,3
78598,Gabapentin,ADHD,10,5-Apr-11,33
88496,Gabapentin,ADHD,7,26-Aug-09,80
113864,Gabapentin,High Blood Pressure,5,26-Jul-17,33
211684,Gabapentin,Epilepsy,1,12-Nov-17,0
139993,Gabapentin,Psoriasis,8,8-Jan-09,1
56222,Gabapentin,Crohn's Disease,1,1-Jan-17,6
104723,Gabapentin,Birth Control,10,18-Nov-10,1
92645,Gabapentin,Nausea/Vomiting,10,27-Jun-16,40
29290,Gabapentin,Migraine Prevention,5,13-Apr-16,30
62149,Gabapentin,Anxiety and Stress,8,9-May-14,44
32116,Gabapentin,33</span> users found this comment helpful.,2,8-Apr-14,33
17685,Gabapentin,Birth Control,9,5-Nov-15,3
83949,Gabapentin,Abnormal Uterine Bleeding,10,8-Aug-17,1
184962,Gabapentin,Hepatitis C,10,8-Mar-17,20
70504,Gabapentin,Lyme Disease,9,16-May-11,84
215795,Gabapentin,Birth Control,10,23-Oct-16,9
2498,Gabapentin,Birth Control,8,10-May-16,2
32901,Gabapentin,Birth Control,10,15-Nov-16,11
107485,Gabapentin,Birth Control,9,14-Mar-11,1
190566,Gabapentin,Overactive Bladde,4,17-Jan-17,13
106543,Gabapentin,Birth Control,3,5-Feb-16,8
210921,Gabapentin,Major Depressive Disorde,6,3-Jan-16,8
132056,Gabapentin,Depression,8,26-Jan-09,15
126495,Gabapentin,Rosacea,1,11-Mar-16,17
119430,Gabapentin,"Hypogonadism, Male",7,16-Jul-13,22
94989,Gabapentin,Depression,2,17-Jun-11,27
40331,Gabapentin,ibromyalgia,10,21-Aug-11,33
151137,Gabapentin,Pain,10,8-Oct-11,14
83744,Gabapentin,emale Infertility,6,12-Apr-11,98
65847,Gabapentin,Panic Disorde,10,8-Dec-15,28
207781,Gabapentin,Bowel Preparation,3,14-Oct-15,7
18905,Gabapentin,Urinary Incontinence,8,10-Jun-09,105
161698,Gabapentin,32</span> users found this comment helpful.,6,22-Nov-14,32
47878,Gabapentin,Acne,9,26-Dec-13,43
97190,Gabapentin,Insomnia,1,29-Oct-10,9
142010,Gabapentin,Anxiety,10,1-May-09,29
148783,Gabapentin,Abnormal Uterine Bleeding,9,7-May-16,11
171533,Gabapentin,Depression,9,20-Mar-13,179
23314,Gabapentin,Opiate Withdrawal,10,23-Jul-12,20
2570,Gabapentin,Birth Control,6,7-May-15,0
126695,Gabapentin,Rosacea,1,24-Nov-15,0
52706,Gabapentin,Allergic Rhinitis,2,18-Aug-16,4
214731,Gabapentin,Antiphospholipid Syndrome,9,27-Apr-16,2
24132,Gabapentin,Acne,7,28-Nov-15,8
120960,Gabapentin,Depression,10,3-May-17,14
109001,Gabapentin,Birth Control,1,22-Jun-17,0
196103,Gabapentin,Smoking Cessation,9,11-Dec-15,24
12321,Gabapentin,HIV Infection,3,15-Mar-17,2
90785,Gabapentin,Anesthesia,10,23-May-12,18
113393,Gabapentin,Bowel Preparation,1,17-May-15,14
204603,Gabapentin,Anxiety,8,18-Sep-09,62
121728,Gabapentin,Anxiety,10,27-Jun-14,80
208339,Gabapentin,Influenza,3,25-Feb-16,4
31871,Gabapentin,Vaginal Yeast Infection,4,17-Aug-15,7
114001,Gabapentin,High Blood Pressure,3,1-May-16,66
201836,Gabapentin,Birth Control,9,4-Jan-10,7
157154,Gabapentin,4</span> users found this comment helpful.,8,31-Dec-15,4
208804,Gabapentin,Osteolytic Bone Metastases of Solid Tumors,10,18-Oct-16,7
170784,Gabapentin,Bipolar Disorde,7,21-Apr-12,12
229670,Gabapentin,Bipolar Disorde,10,22-Apr-14,113
64255,Gabapentin,Anxiety and Stress,10,24-Dec-16,83
13845,Gabapentin,"Diabetes, Type 2",7,11-Jun-16,18
213720,Gabapentin,Vaginal Yeast Infection,5,27-Feb-17,0
8467,Gabapentin,Insomnia,8,29-Jun-12,21
106896,Gabapentin,Birth Control,3,9-May-14,4
90799,Gabapentin,Psoriasis,10,19-Apr-12,25
128004,Gabapentin,Obesity,7,4-Sep-16,21
198350,Gabapentin,"Diabetes, Type 2",10,18-Apr-15,41
178951,Gabapentin,"Diabetes, Type 2",6,12-Nov-10,9
3964,Gabapentin,Depression,8,10-May-16,45
208877,Gabapentin,Insomnia,6,16-Nov-15,50
154967,Gabapentin,Bacterial Infection,1,9-Oct-16,30
8560,Gabapentin,Insomnia,9,22-Mar-11,8
987,Gabapentin,Interstitial Cystitis,10,29-Mar-16,61
36070,Gabapentin,"Onychomycosis, Toenail",1,10-Jun-16,13
96650,Gabapentin,Bipolar Disorde,1,24-Jun-10,46
125004,Gabapentin,Constipation,5,27-Oct-17,4
137057,Gabapentin,Acne,10,27-Nov-15,1
195911,Gabapentin,Depression,5,7-Jun-14,98
211570,Gabapentin,"Diabetes, Type 2",2,24-Jan-17,1
122594,Gabapentin,"Constipation, Chronic",3,19-Apr-16,34
33199,Gabapentin,Birth Control,1,14-Oct-17,0
37586,Gabapentin,ADHD,5,6-Apr-11,16
63940,Gabapentin,Generalized Anxiety Disorde,10,28-May-17,16
130940,Gabapentin,Birth Control,8,15-Dec-10,0
116051,Gabapentin,Obesity,9,11-Aug-15,10
189656,Gabapentin,Pain,4,18-Aug-09,2
124859,Gabapentin,Birth Control,5,10-Jul-14,28
143527,Gabapentin,Birth Control,10,14-Jan-17,13
172019,Gabapentin,Irritable Bowel Syndrome,10,13-Jul-16,9
229207,Gabapentin,Erectile Dysfunction,7,8-Jan-11,14
142613,Gabapentin,Emergency Contraception,10,21-Aug-17,7
147538,Gabapentin,Panic Disorde,10,25-Jan-10,3
98850,Gabapentin,Birth Control,10,15-Jun-15,10
119536,Gabapentin,"Hypogonadism, Male",10,29-Dec-11,15
30077,Gabapentin,Anxiety,10,5-Mar-15,72
169402,Gabapentin,Obesity,9,7-Aug-11,23
189430,Gabapentin,Pain,9,31-Jan-12,6
150299,Gabapentin,Urinary Tract Infection,6,2-Sep-17,18
192069,Gabapentin,Menstrual Disorders,10,5-Nov-16,8
2284,Gabapentin,Polycystic Ovary Syndrome,9,19-Aug-14,59
202822,Gabapentin,Diarrhea,10,27-Feb-14,5
5930,Gabapentin,Gastroparesis,5,13-Apr-12,22
192554,Gabapentin,Birth Control,6,3-Aug-13,7
18559,Gabapentin,Skin and Structure Infection,10,6-Feb-09,47
198652,Gabapentin,Birth Control,4,10-Apr-17,3
74656,Gabapentin,Depression,4,6-Jul-15,29
223104,Gabapentin,Postmenopausal Symptoms,3,5-Jul-16,13
94916,Gabapentin,Depression,8,8-Jul-13,93
198619,Gabapentin,Abnormal Uterine Bleeding,1,6-Aug-17,7
229168,Gabapentin,Erectile Dysfunction,10,9-Jan-13,85
189571,Gabapentin,Pain,10,3-Dec-09,25
43432,Gabapentin,Pain,10,16-Jul-15,25
158292,Gabapentin,Bipolar Disorde,8,20-Oct-09,12
120082,Gabapentin,Chronic Pain,9,18-Oct-14,32
8163,Gabapentin,Insomnia,10,9-Nov-16,32
23592,Gabapentin,Multiple Sclerosis,10,30-May-17,12
81834,Gabapentin,Obesity,10,13-Feb-17,32
15111,Gabapentin,Birth Control,7,1-May-17,11
24195,Gabapentin,Acne,8,15-Jul-15,14
137340,Gabapentin,Acne,10,11-Sep-11,16
197102,Gabapentin,Social Anxiety Disorde,9,6-Apr-15,33
168144,Gabapentin,Abnormal Uterine Bleeding,9,26-May-10,16
91285,Gabapentin,Dystonia,8,4-Dec-11,2
39228,Gabapentin,Obesity,7,5-Apr-17,68
82523,Gabapentin,Pain,4,6-Feb-16,35
131976,Gabapentin,Anxiety,5,1-Jan-11,61
60309,Gabapentin,Birth Control,4,14-Aug-11,0
177579,Gabapentin,Diabetic Peripheral Neuropathy,3,14-Oct-15,26
100520,Gabapentin,Birth Control,6,29-May-12,1
134801,Gabapentin,Pain,10,4-Jun-15,73
171171,Gabapentin,Birth Control,8,24-Dec-14,1
27270,Gabapentin,Migraine,9,3-Nov-14,19
38985,Gabapentin,Obesity,1,17-Nov-17,4
10858,Gabapentin,Birth Control,10,10-Jun-14,15
199868,Gabapentin,Smoking Cessation,8,9-Jul-16,19
6832,Gabapentin,Insulin Resistance Syndrome,9,11-Apr-16,39
8335,Gabapentin,Insomnia,8,11-Jun-15,9
21235,Gabapentin,Auditory Processing Disorde,10,13-Apr-13,21
113685,Gabapentin,Rheumatoid Arthritis,1,3-Jul-16,12
60036,Gabapentin,Birth Control,7,9-Jul-13,8
33866,Gabapentin,Menstrual Disorders,1,2-May-16,2
196548,Gabapentin,Insomnia,10,30-Sep-08,27
196952,Gabapentin,Generalized Anxiety Disorde,1,31-Aug-16,4
57516,Gabapentin,Birth Control,5,19-Jan-10,7
149754,Gabapentin,Birth Control,8,20-Jan-12,0
147586,Gabapentin,0</span> users found this comment helpful.,7,6-Oct-10,0
166222,Gabapentin,Birth Control,8,21-Dec-16,3
73793,Gabapentin,,4,12-Oct-12,12
124153,Gabapentin,Birth Control,10,11-Apr-16,6
177197,Gabapentin,Chronic Pain,9,26-Oct-17,26
122080,Gabapentin,Panic Disorde,10,25-Mar-10,37
194999,Gabapentin,Epilepsy,7,8-Jan-10,18
33052,Gabapentin,1</span> users found this comment helpful.,2,24-Jan-11,1
110708,Gabapentin,Pain,9,30-Dec-08,13
2291,Gabapentin,min),8,28-Apr-14,81
177761,Gabapentin,Major Depressive Disorde,6,23-Sep-14,12
2678,Gabapentin,High Blood Pressure,5,15-May-17,5
56523,Gabapentin,Rheumatoid Arthritis,3,1-Oct-10,42
170152,Gabapentin,Generalized Anxiety Disorde,2,2-Apr-17,4
172774,Gabapentin,Insomnia,9,19-Jan-14,189
155010,Gabapentin,Bacterial Infection,1,14-Aug-16,7
42312,Gabapentin,High Blood Pressure,10,10-Feb-16,16
157715,Gabapentin,Acne,8,26-Feb-16,6
131903,Gabapentin,Depression,10,26-Aug-13,72
224119,Gabapentin,"Asthma, Maintenance",2,15-Sep-11,22
1074,Gabapentin,Rosacea,10,30-Aug-16,25
211347,Gabapentin,Overactive Bladde,10,11-Jun-15,42
224900,Gabapentin,Smoking Cessation,1,7-Sep-16,6
96930,Gabapentin,Inflammatory Conditions,1,24-Nov-16,2
57658,Gabapentin,Back Pain,10,18-Nov-15,6
206331,Gabapentin,"Crohn's Disease, Maintenance",10,25-Jan-14,12
165747,Gabapentin,Emergency Contraception,10,5-Apr-17,10
36309,Gabapentin,Human Papilloma Virus,8,25-Oct-12,34
187057,Gabapentin,Acne,7,26-Aug-13,19
78142,Gabapentin,Bipolar Disorde,6,17-Dec-12,37
167574,Gabapentin,Birth Control,7,11-Feb-16,4
42057,Gabapentin,Acne,1,29-Jul-09,6
135853,Gabapentin,Pain,8,21-Oct-09,15
224217,Gabapentin,Underactive Thyroid,6,25-Apr-17,30
13514,Gabapentin,Narcolepsy,10,17-Nov-13,27
39916,Gabapentin,Obesity,10,29-Aug-15,2
15673,Gabapentin,Acne,2,28-Nov-16,3
49339,Gabapentin,Birth Control,10,2-Mar-16,1
76927,Gabapentin,Obesity,1,19-Jul-15,17
28092,Gabapentin,Anxiety,1,13-Nov-15,17
64363,Gabapentin,Depression,8,30-Jul-16,25
42224,Gabapentin,Barrett's Esophagus,10,1-Mar-12,144
60361,Gabapentin,Birth Control,7,24-Nov-10,4
51878,Gabapentin,Psoriasis,10,22-Feb-16,29
131633,Gabapentin,Generalized Anxiety Disorde,6,19-Sep-16,22
162810,Gabapentin,Sinusitis,1,7-Nov-15,15
100597,Gabapentin,Birth Control,2,15-Sep-10,3
186349,Gabapentin,Depression,10,13-Sep-11,21
55001,Gabapentin,Obesity,1,31-Jul-16,8
104597,Gabapentin,,6,15-Jun-11,1
31054,Gabapentin,Vaginal Yeast Infection,1,22-Jan-17,10
119524,Gabapentin,"Hypogonadism, Male",9,26-Jan-12,11
188888,Gabapentin,Computed Tomography,4,19-Apr-16,7
7893,Gabapentin,Anxiety,9,2-Feb-12,19
93682,Gabapentin,Pain,8,23-Mar-10,16
119125,Gabapentin,Depression,8,1-Jun-09,18
18104,Gabapentin,Birth Control,7,30-Jul-11,1
152562,Gabapentin,Pain,10,18-Dec-09,16
30792,Gabapentin,Vaginal Yeast Infection,2,23-Jun-17,3
218701,Gabapentin,Pain,8,7-Feb-13,53
196867,Gabapentin,Anxiety and Stress,1,11-Jun-16,11
122956,Gabapentin,Birth Control,7,20-Jul-15,1
191533,Gabapentin,ADHD,9,21-Jul-15,41
179767,Gabapentin,Acne,10,12-Jan-16,1
221329,Gabapentin,Cough,1,4-May-17,4
76122,Gabapentin,Birth Control,5,14-Nov-17,0
148589,Gabapentin,Abnormal Uterine Bleeding,1,4-Mar-17,11
146012,Gabapentin,Opiate Dependence,10,3-Apr-15,27
2925,Gabapentin,Angina,2,28-Sep-17,1
57981,Gabapentin,Back Pain,10,31-May-11,31
193625,Gabapentin,Muscle Spasm,8,12-Sep-08,97
156809,Gabapentin,"Diabetes, Type 2",6,12-May-15,11
114701,Gabapentin,Psoriasis,8,1-Jun-16,39
171045,Gabapentin,Bipolar Disorde,10,6-Mar-08,94
170321,Gabapentin,Bipolar Disorde,3,29-Apr-16,21
32669,Gabapentin,moterol),5,31-Aug-17,8
100240,Gabapentin,Birth Control,5,4-Jan-16,3
175725,Gabapentin,Sinusitis,10,22-Jun-08,54
116130,Gabapentin,Sinusitis,1,16-Jan-17,5
155065,Gabapentin,Bacterial Infection,8,16-Jul-16,3
184002,Gabapentin,Anxiety,2,29-Sep-17,9
78644,Gabapentin,Constipation,8,16-Mar-13,36
48679,Gabapentin,Birth Control,5,28-Apr-17,0
100237,Gabapentin,Birth Control,9,11-Jan-16,1
214820,Gabapentin,Nasal Congestion,9,14-Nov-11,19
22723,Gabapentin,Pain,4,12-Oct-16,0
43997,Gabapentin,Abnormal Uterine Bleeding,9,27-May-12,7
28437,Gabapentin,Depression,10,20-Aug-13,99
197559,Gabapentin,Anxiety,9,3-Jul-08,28
200350,Gabapentin,Smoking Cessation,10,5-Mar-14,31
70666,Gabapentin,Benign Prostatic Hyperplasia,3,25-Aug-14,77
164609,Gabapentin,Osteoarthritis,10,3-Aug-09,59
212834,Gabapentin,Hepatitis C,10,16-May-17,20
164378,Gabapentin,Pain,9,27-Nov-16,6
20718,Gabapentin,Pain,10,29-Jul-11,10
190819,Gabapentin,Prostate Cance,8,13-Jul-16,52
152248,Gabapentin,Urinary Tract Infection,10,15-Dec-15,20
174484,Gabapentin,Herpes Simplex,1,20-Nov-17,0
169145,Gabapentin,Depression,2,8-Sep-11,55
227274,Gabapentin,Birth Control,2,5-Nov-13,6
31186,Gabapentin,Vaginal Yeast Infection,8,8-Nov-16,7
55427,Gabapentin,Obesity,10,20-Oct-13,26
144961,Gabapentin,Birth Control,9,22-Dec-15,4
193486,Gabapentin,COPD,5,10-Jul-16,11
71243,Gabapentin,Menorrhagia,8,7-Mar-16,28
71518,Gabapentin,Not Listed / Othe,9,13-May-08,74
218232,Gabapentin,Sinusitis,10,26-Jan-16,10
42438,Gabapentin,ADHD,10,16-Mar-17,43
67860,Gabapentin,Emergency Contraception,10,28-Aug-16,11
62817,Gabapentin,High Blood Pressure,1,15-Jul-09,38
139767,Gabapentin,Abnormal Uterine Bleeding,2,15-Jan-16,26
213990,Gabapentin,Vaginal Yeast Infection,10,28-Jul-16,3
91450,Gabapentin,Breast Cance,8,18-Jul-15,83
174865,Gabapentin,Seborrheic Dermatitis,10,31-Oct-08,33
91241,Gabapentin,Overactive Bladde,10,27-Jul-16,52
167661,Gabapentin,Abnormal Uterine Bleeding,5,20-Dec-15,0
95425,Gabapentin,Plaque Psoriasis,1,25-May-16,7
12688,Gabapentin,Psoriatic Arthritis,10,11-Sep-13,47
122046,Gabapentin,Depression,7,8-Jul-11,32
186196,Gabapentin,Depression,9,18-Sep-13,81
87846,Gabapentin,Percutaneous Coronary Intervention,10,21-Jul-14,0
168549,Gabapentin,Dermatological Disorders,10,13-Oct-10,18
190067,Gabapentin,Depression,9,18-May-17,7
82905,Gabapentin,Postpartum Depression,10,28-Mar-16,13
165299,Gabapentin,Weight Loss,10,2-Mar-13,61
213750,Gabapentin,Vaginal Yeast Infection,1,15-Mar-17,8
38678,Gabapentin,Birth Control,8,30-Jul-16,4
14468,Gabapentin,Opiate Dependence,10,14-Apr-09,18
44615,Gabapentin,Birth Control,5,20-Aug-09,9
63433,Gabapentin,Acne,9,16-May-16,4
179225,Gabapentin,Bipolar Disorde,9,28-Dec-15,16
179721,Gabapentin,Acne,6,27-Apr-16,4
10958,Gabapentin,"Diabetes, Type 2",4,21-Jul-12,13
92787,Gabapentin,Depression,2,9-Sep-17,10
2860,Gabapentin,Back Pain,10,6-Sep-15,17
209808,Gabapentin,Nausea/Vomiting,10,1-Nov-17,0
185598,Gabapentin,Weight Loss,8,15-Dec-16,18
115439,Gabapentin,Anesthesia,1,5-Oct-15,14
224276,Gabapentin,"Hypothyroidism, After Thyroid Removal",2,15-Jul-16,10
3143,Gabapentin,Urinary Tract Infection,9,24-Jan-17,32
139465,Gabapentin,Depression,10,24-May-11,31
119553,Gabapentin,"Hypogonadism, Male",9,26-Sep-11,32
192148,Gabapentin,Birth Control,3,26-Jul-16,0
99320,Gabapentin,Irritable Bowel Syndrome,10,14-May-08,21
191434,Gabapentin,ADHD,10,20-Sep-16,28
41501,Gabapentin,Multiple Sclerosis,5,8-Feb-16,27
41289,Gabapentin,Chronic Pain,7,19-Jan-13,23
61494,Gabapentin,Anxiety and Stress,2,22-Mar-17,26
198185,Gabapentin,High Blood Pressure,1,25-Feb-08,139
172817,Gabapentin,Panic Disorde,10,22-Nov-14,27
117038,Gabapentin,Bipolar Disorde,9,26-Oct-09,61
18858,Gabapentin,Overactive Bladde,2,30-Apr-15,21
164354,Gabapentin,Sciatica,10,21-Apr-16,23
102182,Gabapentin,"COPD, Maintenance",10,29-Dec-11,77
146232,Gabapentin,Opiate Dependence,9,20-Jul-10,16
143755,Gabapentin,Birth Control,9,15-Oct-16,2
193599,Gabapentin,"Asthma, Maintenance",8,27-Feb-14,49
67804,Gabapentin,Emergency Contraception,7,13-Nov-16,12
85292,Gabapentin,Endometriosis,10,3-Aug-15,7
26828,Gabapentin,Emergency Contraception,4,5-Dec-16,12
139041,Gabapentin,Weight Loss,10,28-Apr-09,20
222948,Gabapentin,Bipolar Disorde,10,14-Jan-12,126
61545,Gabapentin,Anxiety and Stress,10,10-Feb-17,25
60063,Gabapentin,Birth Control,10,6-Feb-14,24
40949,Gabapentin,Pain,9,5-Sep-17,2
39244,Gabapentin,Weight Loss,8,27-Mar-17,23
121020,Gabapentin,Depression,3,16-Mar-17,8
153591,Gabapentin,Lyme Disease,8,29-Sep-10,87
116987,Gabapentin,Bipolar Disorde,10,5-Aug-10,110
51716,Gabapentin,Acne,10,12-Feb-14,28
65173,Gabapentin,High Blood Pressure,8,17-Nov-08,80
124982,Gabapentin,Neutropenia,10,2-Aug-13,25
52704,Gabapentin,Postoperative Ocular Inflammation,5,29-Oct-13,2
107554,Gabapentin,Birth Control,2,27-Dec-10,3
146677,Gabapentin,Birth Control,10,13-Aug-12,13
137398,Gabapentin,Acne,4,7-Mar-11,2
226798,Gabapentin,Birth Control,6,24-Feb-15,6
92670,Gabapentin enacarbil,Gastroenteritis,10,31-Jan-11,30
182842,Gabapentin enacarbil,Anxiety,10,9-Jan-17,36
132735,Gabapentin enacarbil,Nausea/Vomiting,3,9-May-16,10
226224,Gabapentin enacarbil,Birth Control,1,14-Sep-15,2
176983,Gabapentin enacarbil,Nausea/Vomiting,10,18-Jan-13,39
187206,Gabapentin enacarbil,Allergic Rhinitis,1,3-Dec-16,3
170761,Gabapentin enacarbil,Bipolar Disorde,8,11-Mar-13,31
71055,Gabapentin enacarbil,Rheumatoid Arthritis,7,18-Jul-12,56
41367,Gabapentin enacarbil,Pain,10,12-Jul-09,14
63617,Gabarone,Acne,10,25-Nov-14,34
193529,Gabarone,,5,3-Aug-09,39
30509,Gabitril,Irritable Bowel Syndrome,3,2-Dec-09,2
174085,Gadoxetate disodium,Anxiety,10,9-Oct-11,61
2280,Galantamine,min),10,5-Oct-14,86
213666,Galantamine,Vaginal Yeast Infection,1,28-Jul-17,6
225057,Gamunex,Depression,2,2-May-16,33
2324,Gamunex-C,min),9,17-Jan-11,59
218650,Gardasil,"Diarrhea, Chronic",10,22-Aug-15,15
5695,Gardasil,Cutaneous Candidiasis,10,25-Aug-17,0
209981,Gardasil,"Diabetes, Type 2",2,14-Dec-16,21
166985,Garlic,Emergency Contraception,10,24-Jun-16,7
89667,Gas-X,Anxiety and Stress,9,15-Nov-10,58
134247,Gatifloxacin,Ulcerative Colitis,7,23-Feb-15,9
12884,GaviLyte-C,Erectile Dysfunction,10,19-Jan-17,28
55405,GaviLyte-G,Obesity,8,17-Oct-15,27
121292,GaviLyte-G,Anxiety,8,21-Jun-16,17
91536,GaviLyte-G,Multiple Sclerosis,10,20-Feb-14,92
88273,GaviLyte-G,ADHD,9,21-Aug-16,9
167451,GaviLyte-G,Birth Control,1,11-Mar-16,0
20092,GaviLyte-N,Urinary Tract Infection,10,15-Aug-16,20
52970,GaviLyte-N,Alopecia,8,30-Jul-17,20
36207,GaviLyte-N,Human Papilloma Virus,9,12-Nov-16,3
114787,Gefitinib,Systemic Sclerosis,8,18-Jan-10,11
51292,Gefitinib,Sinusitis,8,19-Jun-15,28
187906,Gelnique,Birth Control,8,22-Nov-17,0
109451,Gelnique,Birth Control,2,15-Dec-16,0
129041,Gemfibrozil,Birth Control,10,29-Oct-15,12
91886,Gemfibrozil,Neuropathic Pain,9,18-Apr-16,36
15190,Gemfibrozil,Birth Control,1,21-Jun-17,2
114641,Gemifloxacin,Intraocular Hypertension,4,16-Jul-11,33
130329,Generess Fe,Birth Control,2,2-Nov-13,26
13882,Generess Fe,"Diabetes, Type 2",5,17-Apr-17,10
95897,Generess Fe,Social Anxiety Disorde,10,26-Oct-13,127
104353,Generess Fe,,7,5-Aug-12,7
179229,Generess Fe,Schizophrenia,1,8-Dec-15,4
195997,Generess Fe,High Blood Pressure,1,4-Oct-17,3
226902,Generess Fe,Birth Control,8,7-Jan-15,27
37000,Generess Fe,Anxiety,10,14-Feb-16,27
77573,Generess Fe,Bacterial Infection,1,13-Jan-16,11
185456,Generess Fe,Obesity,8,22-Jul-17,21
21023,Generess Fe,"Herpes Simplex, Suppression",10,25-Jan-09,56
144162,Generess Fe,Birth Control,1,9-Jun-16,7
3490,Generess Fe,Bladder Infection,8,29-Dec-14,21
134954,Generess Fe,Soft Tissue Sarcoma,10,24-Jun-13,75
104127,Generess Fe,Birth Control,2,31-Jul-13,14
52098,Generess Fe,Weight Loss,10,29-May-13,14
158826,Generess Fe,ADHD,9,10-Nov-09,33
120947,Generess Fe,Post Traumatic Stress Disorde,10,29-Jul-17,4
166838,Generess Fe,Birth Control,5,26-Jul-16,5
56713,Generess Fe,Vertig,1,15-Jul-17,7
52123,Generess Fe,Obesity,8,20-Dec-10,21
151685,Generess Fe,Smoking Cessation,10,1-Feb-15,11
145810,Generess Fe,Weight Loss,9,29-Aug-13,61
47512,Generess Fe,Pain,1,20-Jul-16,40
70630,Generlac,Benign Prostatic Hyperplasia,8,3-Aug-11,161
160835,Gentamicin,Anxiety,10,1-Aug-11,11
182262,GenTeal,Birth Control,7,16-Jun-11,2
181049,Gentian violet,Tinea Versicol,5,10-May-17,5
74014,Genvoya,Birth Control,2,17-Aug-11,0
129504,Genvoya,Birth Control,9,5-Aug-15,7
168707,Genvoya,Major Depressive Disorde,3,20-Nov-15,4
125891,Genvoya,Depression,1,15-Nov-15,19
103087,Genvoya,GERD,1,21-Mar-17,15
102992,Genvoya,Nasal Congestion,2,27-Sep-16,7
41427,Genvoya,Pain,10,6-Nov-08,13
104760,Genvoya,,1,2-Aug-10,4
190415,Genvoya,5</span> users found this comment helpful.,2,7-Apr-10,5
132811,Genvoya,Nausea/Vomiting,10,18-Nov-08,33
123136,Genvoya,Allergic Rhinitis,9,18-Jan-12,8
187672,Genvoya,Cough,1,18-May-17,12
193234,Geodon,Migraine,9,22-May-16,9
113547,Geodon,Headache,8,3-Aug-17,8
87233,Geodon,Bipolar Disorde,10,30-Jun-13,59
